epoch,train_loss,train_acc,eval_acc_top1,eval_acc_top5,examples_seen,effective_examples,effective_ratio,compute_ratio,train_seconds,images_per_sec,lr,mean_rank
143,2.34041,0.820314,0.6592,0.85928,1281024,640512,0.5,0.833333,518.836,2469.03,0.0005505,0.0
144,2.330961,0.8218,0.66022,0.86096,1281024,640512,0.5,0.833333,518.395,2471.13,0.0005452,0.0
145,2.328917,0.822635,0.6634,0.86164,1281024,640512,0.5,0.833333,526.985,2430.85,0.00053989,0.0
146,2.316439,0.824486,0.66048,0.85956,1281024,640512,0.5,0.833333,517.957,2473.23,0.00053458,0.0
147,2.305731,0.826437,0.66736,0.86472,1281024,640512,0.5,0.833333,520.308,2462.05,0.00052927,0.0
148,2.298969,0.827408,0.66132,0.86024,1281024,640512,0.5,0.833333,518.618,2470.07,0.00052395,0.0
149,2.288566,0.828984,0.66496,0.86096,1281024,640512,0.5,0.833333,519.198,2467.31,0.00051863,0.0
150,2.28115,0.830838,0.66402,0.86284,1281024,640512,0.5,0.833333,536.623,2387.2,0.00051331,0.0
151,2.274869,0.83185,0.6635,0.86074,1281024,640512,0.5,0.833333,524.054,2444.45,0.00050799,0.0
152,2.268564,0.833012,0.66458,0.8644,1281024,640512,0.5,0.833333,522.617,2451.17,0.00050266,0.0
153,2.259218,0.835098,0.66324,0.8622,1281024,640512,0.5,0.833333,530.211,2416.06,0.00049734,0.0
154,2.250011,0.835755,0.66318,0.86014,1281024,640512,0.5,0.833333,519.804,2464.44,0.00049201,0.0
155,2.241608,0.837791,0.6654,0.86324,1281024,640512,0.5,0.833333,521.777,2455.12,0.00048669,0.0
156,2.23364,0.838589,0.6628,0.8611,1281024,640512,0.5,0.833333,521.254,2457.58,0.00048137,0.0
157,2.224017,0.840737,0.66098,0.86046,1281024,640512,0.5,0.833333,520.616,2460.59,0.00047605,0.0
158,2.217772,0.841772,0.66794,0.86442,1281024,640512,0.5,0.833333,521.883,2454.62,0.00047073,0.0
159,2.206508,0.843177,0.66558,0.86352,1281024,640512,0.5,0.833333,519.34,2466.64,0.00046542,0.0
160,2.202109,0.84451,0.66178,0.86234,1281024,640512,0.5,0.833333,540.651,2369.41,0.00046011,0.0
161,2.193747,0.845507,0.66502,0.86238,1281024,640512,0.5,0.833333,533.336,2401.91,0.0004548,0.0
162,2.187498,0.847207,0.66666,0.86368,1281024,640512,0.5,0.833333,520.778,2459.83,0.0004495,0.0
163,2.177434,0.848436,0.6677,0.86462,1281024,640512,0.5,0.833333,523.699,2446.11,0.00044421,0.0
164,2.169835,0.849937,0.6679,0.86562,1281024,640512,0.5,0.833333,528.637,2423.26,0.00043892,0.0
165,2.157655,0.851706,0.66684,0.86586,1281024,640512,0.5,0.833333,533.418,2401.54,0.00043364,0.0
166,2.152331,0.852623,0.66812,0.86396,1281024,640512,0.5,0.833333,520.339,2461.9,0.00042836,0.0
167,2.143029,0.854092,0.67004,0.8653,1281024,640512,0.5,0.833333,520.644,2460.46,0.0004231,0.0
168,2.139799,0.854841,0.67066,0.8658,1281024,640512,0.5,0.833333,519.245,2467.09,0.00041784,0.0
169,2.13206,0.856477,0.6674,0.86422,1281024,640512,0.5,0.833333,579.405,2210.93,0.00041259,0.0
170,2.120966,0.858089,0.67126,0.86536,1281024,640512,0.5,0.833333,445.532,2875.27,1.6e-07,0.0
171,2.116187,0.859042,0.66484,0.8631,1281024,640512,0.5,0.833333,352.223,3636.97,0.00040213,0.0
172,2.104829,0.860462,0.67066,0.86636,1281024,640512,0.5,0.833333,330.329,3878.02,0.00039691,0.0
173,2.096157,0.862056,0.67158,0.86546,1281024,640512,0.5,0.833333,342.991,3734.87,0.00039171,0.0
174,2.087744,0.863537,0.67192,0.8655,1281024,640512,0.5,0.833333,314.199,4077.12,0.00038652,0.0
175,2.080785,0.864571,0.67524,0.87048,1281024,640512,0.5,0.833333,408.554,3135.5,0.00038134,0.0
176,2.072464,0.866117,0.67316,0.86756,1281024,640512,0.5,0.833333,541.571,2365.39,0.00037617,0.0
177,2.068029,0.866969,0.67382,0.86956,1281024,640512,0.5,0.833333,732.264,1749.4,0.00037102,0.0
178,2.059547,0.868125,0.67244,0.86598,1281024,640512,0.5,0.833333,438.038,2924.46,0.00036588,0.0
179,2.050003,0.869712,0.67032,0.86522,1281024,640512,0.5,0.833333,334.22,3832.87,0.00036076,0.0
180,2.041694,0.870979,0.67346,0.86808,1281024,640512,0.5,0.833333,489.58,2616.58,0.00035565,0.0
181,2.034008,0.872518,0.67446,0.8685,1281024,640512,0.5,0.833333,823.297,1555.97,0.00035056,0.0
182,2.028028,0.873685,0.67806,0.86874,1281024,640512,0.5,0.833333,492.576,2600.66,0.00034549,0.0
183,2.021129,0.874479,0.67512,0.86834,1281024,640512,0.5,0.833333,412.244,3107.44,0.00034044,0.0
184,2.011066,0.876192,0.6735,0.86744,1281024,640512,0.5,0.833333,487.249,2629.1,0.0003354,0.0
185,2.006885,0.876872,0.67504,0.8669,1281024,640512,0.5,0.833333,575.348,2226.52,0.00033038,0.0
186,1.995365,0.879008,0.67374,0.86666,1281024,640512,0.5,0.833333,573.852,2232.32,0.00032538,0.0
187,1.990338,0.879685,0.67772,0.86814,1281024,640512,0.5,0.833333,507.568,2523.85,0.0003204,0.0
188,1.984321,0.880733,0.67844,0.8705,1281024,640512,0.5,0.833333,333.194,3844.68,0.00031544,0.0
189,1.97708,0.881674,0.67812,0.87092,1281024,640512,0.5,0.833333,372.038,3443.26,0.0003105,0.0
190,1.969743,0.882774,0.67902,0.86794,1281024,640512,0.5,0.833333,380.94,3362.8,0.00030559,0.0
191,1.958016,0.885149,0.6794,0.87006,1281024,640512,0.5,0.833333,363.143,3527.6,0.00030069,0.0
192,1.951549,0.886415,0.67886,0.86758,1281024,640512,0.5,0.833333,331.431,3865.12,0.00029582,0.0
193,1.943394,0.887414,0.67996,0.87078,1281024,640512,0.5,0.833333,361.264,3545.95,0.00029097,0.0
194,1.936325,0.888408,0.67864,0.8697,1281024,640512,0.5,0.833333,475.517,2693.96,0.00028615,0.0
195,1.930954,0.889492,0.6776,0.86718,1281024,640512,0.5,0.833333,407.477,3143.8,0.00028135,0.0
196,1.922563,0.890664,0.68114,0.87156,1281024,640512,0.5,0.833333,356.979,3588.51,0.00027657,0.0
197,1.917492,0.891907,0.68324,0.87206,1281024,640512,0.5,0.833333,388.773,3295.04,0.00027182,0.0
198,1.907247,0.892996,0.68364,0.87204,1281024,640512,0.5,0.833333,445.678,2874.33,0.00026709,0.0
